"","id","birthDate"
"874",8474581,"1990-07-04"
"875",8474582,"1990-02-21"
"876",8474584,"1990-06-24"
"877",8474585,"1990-01-19"
"878",8474586,"1990-05-15"
"879",8474587,"1990-06-05"
"880",8474588,"1988-05-12"
"881",8474589,"1989-10-06"
"882",8474590,"1990-01-10"
"883",8474591,"1989-12-07"
"884",8474593,"1990-01-31"
"885",8474594,"1990-01-15"
"886",8474596,"1990-08-07"
"887",8474597,"1989-11-30"
"888",8474598,"1990-01-06"
"889",8474600,"1990-06-01"
"890",8474601,"1990-02-18"
"891",8474602,"1990-07-06"
"892",8474603,"1990-06-21"
"893",8474604,"1990-05-18"
"894",8474605,"1990-09-12"
"895",8474606,"1990-04-24"
"896",8474607,"1990-01-30"
"897",8474609,"1990-06-18"
"898",8474610,"1989-11-01"
"899",8474611,"1990-03-19"
"900",8474612,"1990-08-16"
"901",8474613,"1990-06-18"
"902",8474615,"1990-08-21"
"903",8474616,"1990-06-14"
"904",8474618,"1990-02-23"
"905",8474625,"1989-11-21"
"906",8474627,"1987-12-23"
"907",8474628,"1990-06-07"
"908",8474629,"1990-03-10"
"909",8474631,"1989-09-17"
"910",8474634,"1990-02-21"
"911",8474636,"1990-03-02"
"912",8474638,"1988-02-04"
"913",8474641,"1990-02-06"
"914",8474642,"1990-03-25"
"915",8474646,"1990-03-22"
"916",8474649,"1989-12-26"
"917",8474651,"1989-09-16"
"918",8474659,"1990-05-09"
"919",8474660,"1990-05-30"
"920",8474661,"1990-07-17"
"921",8474666,"1989-04-22"
"922",8474667,"1989-12-29"
"923",8474668,"1988-08-05"
"924",8474670,"1990-09-11"
"925",8474673,"1990-06-07"
"926",8474674,"1990-03-24"
"927",8474679,"1989-09-01"
"928",8474681,"1990-05-30"
"929",8474682,"1989-09-16"
"930",8474683,"1990-04-20"
"931",8474685,"1989-12-24"
"932",8474688,"1990-06-20"
"933",8474690,"1990-04-12"
"934",8474691,"1990-03-28"
"935",8474693,"1990-05-01"
"936",8474697,"1989-07-12"
"937",8474698,"1989-05-17"
"938",8474705,"1988-01-01"
"939",8474707,"1989-12-07"
"940",8474709,"1989-05-08"
"941",8474715,"1989-06-05"
"942",8474716,"1989-11-29"
"943",8474717,"1990-03-23"
"944",8474719,"1990-05-03"
"945",8474722,"1990-04-14"
"946",8474727,"1988-07-11"
"947",8474729,"1989-01-15"
"948",8474736,"1990-06-15"
"949",8474739,"1988-04-12"
"950",8474743,"1988-07-26"
"951",8474744,"1988-12-29"
"952",8474748,"1990-03-25"
"953",8474749,"1988-06-04"
"954",8474754,"1990-04-09"
"955",8474765,"1988-05-03"
"956",8474771,"1984-02-17"
"957",8474772,"1986-10-02"
"958",8474774,"1990-03-13"
"959",8474793,"1988-06-27"
"960",8474818,"1987-07-26"
"961",8474837,"1990-04-23"
"962",8474844,"1989-08-09"
"963",8474849,"1989-11-21"
"964",8474850,"1988-09-20"
"965",8474855,"1983-09-29"
"966",8474870,"1990-07-29"
"967",8474873,"1990-07-16"
"968",8474884,"1989-11-24"
"969",8474889,"1990-01-10"
"970",8474892,"1990-03-06"
"971",8474939,"1984-01-17"
"972",8475060,"1986-10-20"
"973",8475097,"1986-03-19"
"974",8475098,"1986-03-19"
"975",8475102,"1986-07-07"
"976",8475104,"1988-02-16"
"977",8475118,"1984-07-20"
"978",8475119,"1988-05-24"
"979",8475147,"1990-09-29"
"980",8475148,"1991-02-24"
"981",8475149,"1990-10-06"
"982",8475150,"1990-11-02"
"983",8475151,"1991-02-01"
"984",8475153,"1991-01-03"
"985",8475154,"1991-04-01"
"986",8475155,"1991-07-27"
"987",8475156,"1988-07-18"
"988",8475157,"1991-08-08"
"989",8475158,"1991-02-07"
"990",8475159,"1991-01-28"
"991",8475160,"1991-01-13"
"992",8475161,"1991-02-03"
"993",8475162,"1990-10-17"
"994",8475163,"1990-10-01"
"995",8475164,"1990-10-13"
"996",8475165,"1991-04-24"
"997",8475166,"1990-09-20"
"998",8475167,"1990-12-18"
"999",8475168,"1991-01-16"
"1000",8475169,"1991-08-02"
"1001",8475170,"1991-08-22"
"1002",8475171,"1991-07-17"
"1003",8475172,"1990-10-06"
"1004",8475173,"1991-02-22"
"1005",8475174,"1991-01-25"
"1006",8475175,"1991-04-12"
"1007",8475176,"1991-01-03"
"1008",8475177,"1991-05-09"
"1009",8475178,"1991-01-24"
"1010",8475179,"1990-10-29"
"1011",8475180,"1991-01-14"
"1012",8475181,"1991-03-20"
"1013",8475182,"1990-10-08"
"1014",8475183,"1991-01-26"
"1015",8475184,"1991-04-30"
"1016",8475185,"1991-03-02"
"1017",8475186,"1990-11-19"
"1018",8475188,"1991-01-21"
"1019",8475190,"1991-02-20"
"1020",8475191,"1991-04-01"
"1021",8475192,"1991-05-13"
"1022",8475193,"1990-12-01"
"1023",8475194,"1991-07-26"
"1024",8475195,"1990-03-19"
"1025",8475196,"1990-10-18"
"1026",8475197,"1991-07-26"
"1027",8475198,"1991-01-03"
"1028",8475199,"1991-05-08"
"1029",8475200,"1991-07-23"
"1030",8475203,"1991-04-19"
"1031",8475204,"1991-04-10"
"1032",8475206,"1991-01-30"
"1033",8475208,"1991-09-06"
"1034",8475209,"1991-02-07"
"1035",8475210,"1990-11-21"
"1036",8475213,"1991-01-29"
"1037",8475214,"1991-04-16"
"1038",8475215,"1991-07-24"
"1039",8475218,"1990-05-24"
"1040",8475219,"1990-12-12"
"1041",8475220,"1991-08-10"
"1042",8475222,"1991-06-03"
"1043",8475223,"1991-07-17"
"1044",8475224,"1991-05-14"
"1045",8475225,"1989-09-05"
"1046",8475227,"1990-01-07"
"1047",8475231,"1991-02-27"
"1048",8475233,"1990-10-22"
"1049",8475234,"1991-07-13"
"1050",8475235,"1991-02-22"
"1051",8475236,"1991-05-24"
"1052",8475243,"1991-01-03"
"1053",8475246,"1990-02-23"
"1054",8475247,"1991-05-25"
"1055",8475248,"1990-12-20"
"1056",8475250,"1991-02-22"
"1057",8475252,"1990-03-07"
"1058",8475253,"1991-03-16"
"1059",8475254,"1990-10-06"
"1060",8475260,"1990-09-10"
"1061",8475263,"1990-07-22"
"1062",8475264,"1991-05-21"
"1063",8475266,"1990-11-19"
"1064",8475268,"1990-09-23"
"1065",8475274,"1990-10-08"
"1066",8475275,"1991-03-21"
"1067",8475277,"1990-11-20"
"1068",8475278,"1991-03-12"
"1069",8475279,"1991-05-09"
"1070",8475283,"1989-08-25"
"1071",8475287,"1991-03-23"
"1072",8475291,"1991-09-02"
"1073",8475292,"1991-06-15"
"1074",8475294,"1991-07-13"
"1075",8475295,"1990-03-08"
"1076",8475296,"1991-08-17"
"1077",8475299,"1991-04-16"
"1078",8475303,"1990-05-01"
"1079",8475304,"1989-09-11"
"1080",8475309,"1991-02-19"
"1081",8475310,"1991-02-22"
"1082",8475311,"1990-05-05"
"1083",8475314,"1990-07-03"
"1084",8475321,"1990-12-04"
"1085",8475323,"1990-05-27"
"1086",8475324,"1990-09-21"
"1087",8475325,"1989-06-23"
"1088",8475328,"1991-06-06"
"1089",8475332,"1991-02-27"
"1090",8475342,"1989-03-24"
"1091",8475343,"1990-05-27"
"1092",8475361,"1984-10-24"
"1093",8475372,"1987-12-23"
"1094",8475395,"1991-09-03"
"1095",8475413,"1990-10-01"
"1096",8475414,"1990-09-13"
"1097",8475423,"1990-02-09"
"1098",8475430,"1990-06-04"
"1099",8475431,"1983-11-27"
"1100",8475436,"1989-02-16"
"1101",8475455,"1990-11-13"
"1102",8475461,"1991-01-03"
"1103",8475462,"1990-06-05"
"1104",8475567,"1986-12-05"
"1105",8475597,"1989-02-01"
"1106",8475598,"1989-07-20"
"1107",8475602,"1987-10-18"
"1108",8475603,"1987-04-09"
"1109",8475613,"1986-05-07"
"1110",8475619,"1985-05-30"
"1111",8475622,"1985-12-19"
"1112",8475625,"1987-11-29"
"1113",8475637,"1987-04-26"
"1114",8475640,"1988-12-15"
"1115",8475648,"1989-06-29"
"1116",8475650,"1987-01-31"
"1117",8475660,"1987-07-05"
"1118",8475661,"1989-10-06"
"1119",8475663,"1988-01-05"
"1120",8475671,"1990-05-20"
"1121",8475679,"1986-02-10"
"1122",8475680,"1987-05-22"
"1123",8475681,"1986-09-11"
"1124",8475683,"1988-09-20"
"1125",8475690,"1989-12-20"
"1126",8475692,"1987-09-01"
"1127",8475714,"1991-09-25"
"1128",8475715,"1991-10-29"
"1129",8475716,"1992-02-18"
"1130",8475717,"1992-04-15"
"1131",8475718,"1992-01-30"
"1132",8475720,"1992-03-26"
"1133",8475722,"1992-01-16"
"1134",8475723,"1992-06-15"
"1135",8475726,"1992-04-24"
"1136",8475727,"1992-01-30"
"1137",8475728,"1992-07-25"
"1138",8475729,"1991-10-18"
"1139",8475730,"1992-04-18"
"1140",8475732,"1991-09-29"
"1141",8475733,"1992-02-04"
"1142",8475734,"1991-12-04"
"1143",8475735,"1992-06-17"
"1144",8475736,"1992-02-25"
"1145",8475738,"1992-04-15"
"1146",8475739,"1992-05-31"
"1147",8475744,"1992-05-19"
"1148",8475745,"1992-03-02"
"1149",8475747,"1992-02-08"
"1150",8475748,"1992-06-30"
"1151",8475749,"1992-05-26"
"1152",8475750,"1992-02-03"
"1153",8475752,"1991-11-01"
"1154",8475753,"1992-03-20"
"1155",8475754,"1991-10-15"
"1156",8475755,"1992-03-03"
"1157",8475756,"1992-04-02"
"1158",8475757,"1992-04-26"
"1159",8475758,"1992-06-14"
"1160",8475759,"1992-02-18"
"1161",8475760,"1992-07-17"
"1162",8475761,"1991-11-27"
"1163",8475762,"1992-03-04"
"1164",8475763,"1992-05-08"
"1165",8475764,"1991-12-05"
"1166",8475765,"1991-12-13"
"1167",8475766,"1992-01-13"
"1168",8475767,"1991-10-20"
"1169",8475768,"1992-06-25"
"1170",8475769,"1992-01-21"
"1171",8475770,"1992-06-16"
"1172",8475772,"1991-12-07"
"1173",8475774,"1992-08-27"
"1174",8475775,"1990-07-29"
"1175",8475780,"1991-05-27"
"1176",8475781,"1992-02-11"
"1177",8475782,"1992-04-30"
"1178",8475784,"1992-05-16"
"1179",8475786,"1992-06-09"
"1180",8475788,"1991-10-21"
"1181",8475789,"1992-01-09"
"1182",8475790,"1992-01-07"
"1183",8475791,"1991-11-14"
"1184",8475792,"1992-05-02"
"1185",8475793,"1992-07-31"
"1186",8475794,"1992-01-31"
"1187",8475795,"1992-04-20"
"1188",8475796,"1992-01-11"
"1189",8475797,"1992-02-20"
"1190",8475798,"1992-02-26"
"1191",8475799,"1992-09-08"
"1192",8475800,"1992-01-02"
"1193",8475807,"1992-02-25"
"1194",8475808,"1992-04-09"
"1195",8475809,"1992-08-14"
"1196",8475810,"1992-05-11"
"1197",8475815,"1991-12-06"
"1198",8475816,"1992-01-17"
"1199",8475820,"1992-04-13"
"1200",8475824,"1992-08-06"
"1201",8475825,"1992-03-31"
"1202",8475826,"1991-12-24"
"1203",8475829,"1991-02-07"
"1204",8475831,"1991-11-25"
"1205",8475832,"1992-01-21"
"1206",8475833,"1992-05-13"
"1207",8475834,"1992-04-07"
"1208",8475836,"1991-01-30"
"1209",8475839,"1992-03-06"
"1210",8475841,"1991-01-27"
"1211",8475842,"1992-02-04"
"1212",8475844,"1992-04-30"
"1213",8475845,"1990-05-18"
"1214",8475848,"1992-05-06"
"1215",8475852,"1992-02-14"
"1216",8475855,"1991-12-02"
"1217",8475857,"1992-03-06"
"1218",8475868,"1990-07-15"
"1219",8475869,"1991-08-21"
"1220",8475876,"1992-08-20"
"1221",8475878,"1992-01-01"
"1222",8475883,"1989-10-02"
"1223",8475889,"1992-01-07"
"1224",8475893,"1990-03-24"
"1225",8475896,"1992-05-03"
"1226",8475902,"1990-08-26"
"1227",8475906,"1992-08-14"
"1228",8475907,"1992-04-20"
"1229",8475913,"1992-05-13"
"1230",8475917,"1990-06-03"
"1231",8475920,"1992-09-13"
"1232",8475949,"1991-08-28"
"1233",8475958,"1992-07-25"
"1234",8475968,"1991-08-31"
"1235",8475980,"1991-09-26"
"1236",8475982,"1988-12-11"
"1237",8475996,"1991-01-07"
"1238",8476020,"1992-07-29"
"1239",8476043,"1987-02-13"
"1240",8476062,"1988-08-12"
"1241",8476086,"1981-05-05"
"1242",8476116,"1985-08-12"
"1243",8476147,"1987-12-09"
"1244",8476158,"1987-09-01"
"1245",8476162,"1986-02-04"
"1246",8476166,"1988-06-04"
"1247",8476177,"1986-06-14"
"1248",8476179,"1987-07-16"
"1249",8476191,"1987-11-15"
"1250",8476195,"1989-12-14"
"1251",8476200,"1988-11-30"
"1252",8476205,"1989-07-11"
"1253",8476207,"1988-02-26"
"1254",8476209,"1988-01-20"
"1255",8476211,"1988-07-06"
"1256",8476214,"1988-09-13"
"1257",8476219,"1986-08-09"
"1258",8476224,"1986-12-20"
"1259",8476225,"1989-07-03"
"1260",8476227,"1988-02-06"
"1261",8476234,"1989-07-04"
"1262",8476235,"1987-11-06"
"1263",8476243,"1985-07-01"
"1264",8476244,"1986-01-09"
"1265",8476278,"1993-03-28"
"1266",8476279,"1991-08-20"
"1267",8476283,"1993-03-07"
"1268",8476285,"1993-04-27"
"1269",8476288,"1992-03-09"
"1270",8476289,"1992-01-02"
"1271",8476292,"1991-03-28"
"1272",8476293,"1992-04-24"
"1273",8476300,"1993-03-28"
"1274",8476302,"1993-03-26"
"1275",8476303,"1993-07-06"
"1276",8476304,"1993-01-04"
"1277",8476309,"1992-05-18"
"1278",8476310,"1993-02-25"
"1279",8476312,"1991-10-07"
"1280",8476316,"1993-03-23"
"1281",8476319,"1991-08-08"
"1282",8476322,"1992-02-02"
"1283",8476323,"1992-05-01"
"1284",8476326,"1992-10-06"
"1285",8476329,"1993-09-14"
"1286",8476330,"1992-11-26"
"1287",8476331,"1993-05-01"
"1288",8476336,"1991-08-25"
"1289",8476339,"1992-12-31"
"1290",8476341,"1992-11-27"
"1291",8476343,"1993-06-28"
"1292",8476344,"1993-04-27"
"1293",8476345,"1992-11-13"
"1294",8476346,"1993-08-13"
"1295",8476352,"1992-10-02"
"1296",8476356,"1993-01-10"
"1297",8476363,"1992-06-03"
"1298",8476367,"1992-05-18"
"1299",8476368,"1992-11-24"
"1300",8476370,"1993-02-20"
"1301",8476372,"1993-06-03"
"1302",8476374,"1993-01-20"
"1303",8476379,"1993-07-17"
"1304",8476381,"1991-07-20"
"1305",8476384,"1992-11-20"
"1306",8476386,"1992-11-16"
"1307",8476388,"1993-07-03"
"1308",8476389,"1993-07-11"
"1309",8476390,"1992-10-26"
"1310",8476391,"1992-02-25"
"1311",8476392,"1993-03-29"
"1312",8476393,"1993-07-20"
"1313",8476394,"1993-04-06"
"1314",8476396,"1993-04-19"
"1315",8476397,"1993-03-29"
"1316",8476399,"1991-11-28"
"1317",8476400,"1992-10-05"
"1318",8476401,"1993-03-09"
"1319",8476403,"1991-07-06"
"1320",8476404,"1991-05-17"
"1321",8476406,"1992-09-26"
"1322",8476407,"1993-04-27"
"1323",8476409,"1993-02-25"
"1324",8476410,"1993-05-26"
"1325",8476411,"1993-05-28"
"1326",8476412,"1993-07-11"
"1327",8476414,"1991-09-05"
"1328",8476415,"1992-10-24"
"1329",8476416,"1993-02-10"
"1330",8476418,"1993-02-15"
"1331",8476419,"1992-11-11"
"1332",8476422,"1993-07-13"
"1333",8476423,"1993-09-08"
"1334",8476425,"1993-04-16"
"1335",8476426,"1993-04-09"
"1336",8476427,"1993-02-05"
"1337",8476428,"1993-02-08"
"1338",8476429,"1992-10-14"
"1339",8476430,"1992-12-28"
"1340",8476431,"1992-10-26"
"1341",8476432,"1993-06-15"
"1342",8476433,"1991-04-04"
"1343",8476434,"1993-07-14"
"1344",8476435,"1993-09-09"
"1345",8476436,"1993-03-23"
"1346",8476437,"1993-03-01"
"1347",8476438,"1992-10-27"
"1348",8476439,"1993-07-01"
"1349",8476440,"1993-04-16"
"1350",8476441,"1993-06-28"
"1351",8476442,"1992-11-05"
"1352",8476443,"1993-07-29"
"1353",8476444,"1992-12-27"
"1354",8476445,"1992-09-21"
"1355",8476447,"1993-03-09"
"1356",8476448,"1993-01-08"
"1357",8476449,"1993-03-10"
"1358",8476450,"1993-01-13"
"1359",8476451,"1993-01-23"
"1360",8476452,"1993-03-12"
"1361",8476453,"1993-06-17"
"1362",8476454,"1993-04-12"
"1363",8476455,"1992-11-23"
"1364",8476456,"1993-06-04"
"1365",8476457,"1992-11-12"
"1366",8476458,"1993-07-11"
"1367",8476459,"1993-04-18"
"1368",8476460,"1993-03-15"
"1369",8476461,"1992-12-07"
"1370",8476462,"1993-06-17"
"1371",8476463,"1993-07-12"
"1372",8476464,"1993-09-07"
"1373",8476465,"1993-03-31"
"1374",8476466,"1992-10-05"
"1375",8476467,"1992-12-21"
"1376",8476468,"1993-03-14"
"1377",8476469,"1993-05-31"
"1378",8476470,"1992-12-05"
"1379",8476471,"1993-02-22"
"1380",8476472,"1993-07-20"
"1381",8476473,"1993-03-26"
"1382",8476474,"1993-02-12"
"1383",8476476,"1992-12-09"
"1384",8476477,"1993-01-24"
"1385",8476478,"1993-05-18"
"1386",8476479,"1993-02-24"
"1387",8476480,"1992-11-22"
"1388",8476482,"1993-03-06"
"1389",8476483,"1993-05-05"
"1390",8476495,"1993-01-04"
"1391",8476505,"1992-09-13"
"1392",8476509,"1993-01-12"
"1393",8476511,"1993-07-25"
"1394",8476522,"1991-03-04"
"1395",8476525,"1992-10-29"
"1396",8476526,"1993-01-16"
"1397",8476536,"1993-06-20"
"1398",8476539,"1990-12-27"
"1399",8476545,"1993-04-20"
"1400",8476549,"1991-06-20"
"1401",8476617,"1993-03-23"
"1402",8476619,"1993-01-07"
"1403",8476624,"1993-02-26"
"1404",8476763,"1988-11-02"
"1405",8476765,"1991-05-15"
"1406",8476766,"1990-08-26"
"1407",8476769,"1989-01-21"
"1408",8476772,"1988-06-01"
"1409",8476779,"1988-08-24"
"1410",8476792,"1991-04-12"
"1411",8476798,"1987-11-21"
"1412",8476799,"1988-10-07"
"1413",8476803,"1987-04-09"
"1414",8476805,"1988-04-30"
"1415",8476806,"1990-07-02"
"1416",8476807,"1990-04-23"
"1417",8476808,"1988-07-26"
"1418",8476819,"1988-04-30"
"1419",8476822,"1989-04-28"
"1420",8476826,"1991-12-15"
"1421",8476827,"1989-05-26"
"1422",8476834,"1985-12-10"
"1423",8476835,"1987-04-19"
"1424",8476839,"1982-08-08"
"1425",8476844,"1989-09-04"
"1426",8476846,"1984-02-16"
"1427",8476849,"1988-08-06"
"1428",8476850,"1993-09-27"
"1429",8476851,"1994-02-12"
"1430",8476852,"1994-01-24"
"1431",8476853,"1994-03-09"
"1432",8476854,"1994-01-20"
"1433",8476855,"1993-10-06"
"1434",8476856,"1994-07-25"
"1435",8476857,"1993-09-23"
"1436",8476858,"1993-10-09"
"1437",8476861,"1994-02-28"
"1438",8476866,"1994-01-11"
"1439",8476867,"1994-03-25"
"1440",8476868,"1994-02-07"
"1441",8476869,"1994-03-26"
"1442",8476870,"1994-02-23"
"1443",8476871,"1992-08-10"
"1444",8476872,"1994-05-30"
"1445",8476873,"1994-09-13"
"1446",8476874,"1994-08-22"
"1447",8476875,"1994-02-27"
"1448",8476876,"1993-12-21"
"1449",8476877,"1993-10-08"
"1450",8476878,"1994-01-05"
"1451",8476879,"1993-12-21"
"1452",8476880,"1994-03-29"
"1453",8476881,"1993-11-12"
"1454",8476882,"1994-09-11"
"1455",8476883,"1994-07-25"
"1456",8476884,"1994-01-16"
"1457",8476885,"1994-02-26"
"1458",8476886,"1994-02-18"
"1459",8476887,"1994-08-13"
"1460",8476888,"1994-05-16"
"1461",8476889,"1994-01-09"
"1462",8476890,"1994-05-15"
"1463",8476891,"1994-01-05"
"1464",8476892,"1993-05-12"
"1465",8476894,"1994-05-19"
"1466",8476897,"1994-03-23"
"1467",8476899,"1994-05-25"
"1468",8476902,"1994-05-23"
"1469",8476903,"1994-01-22"
"1470",8476904,"1994-05-18"
"1471",8476905,"1994-04-22"
"1472",8476906,"1993-04-20"
"1473",8476907,"1994-03-09"
"1474",8476910,"1994-01-24"
"1475",8476911,"1993-04-06"
"1476",8476913,"1994-07-19"
"1477",8476914,"1994-04-28"
"1478",8476915,"1994-08-13"
"1479",8476917,"1994-08-16"
"1480",8476918,"1993-05-26"
"1481",8476919,"1994-07-01"
"1482",8476921,"1992-07-25"
"1483",8476922,"1994-01-23"
"1484",8476923,"1994-08-07"
"1485",8476924,"1993-10-05"
"1486",8476925,"1993-11-05"
"1487",8476927,"1994-08-15"
"1488",8476931,"1993-10-12"
"1489",8476932,"1994-01-20"
"1490",8476934,"1994-02-02"
"1491",8476941,"1994-04-13"
"1492",8476944,"1992-06-11"
"1493",8476945,"1993-05-19"
"1494",8476947,"1993-09-17"
"1495",8476948,"1994-06-23"
"1496",8476952,"1994-03-09"
"1497",8476953,"1994-07-04"
"1498",8476955,"1994-02-15"
"1499",8476958,"1994-05-01"
"1500",8476960,"1994-08-06"
"1501",8476966,"1994-04-16"
"1502",8476967,"1994-01-06"
"1503",8476971,"1993-05-20"
"1504",8476974,"1994-04-29"
"1505",8476975,"1993-08-13"
"1506",8476979,"1992-03-14"
"1507",8476981,"1994-05-07"
"1508",8476982,"1994-01-30"
"1509",8476983,"1992-09-06"
"1510",8476986,"1994-07-22"
"1511",8476987,"1994-07-25"
"1512",8476988,"1994-05-25"
"1513",8476989,"1993-09-23"
"1514",8476992,"1991-07-18"
"1515",8476994,"1994-04-03"
"1516",8476999,"1993-07-31"
"1517",8477003,"1994-02-07"
"1518",8477006,"1994-04-05"
"1519",8477009,"1994-03-24"
"1520",8477010,"1994-07-18"
"1521",8477015,"1994-01-14"
"1522",8477018,"1993-04-20"
"1523",8477021,"1994-08-11"
"1524",8477033,"1992-11-16"
"1525",8477034,"1992-12-10"
"1526",8477038,"1992-07-08"
"1527",8477041,"1993-06-16"
"1528",8477043,"1994-08-06"
"1529",8477046,"1993-06-17"
"1530",8477059,"1986-03-09"
"1531",8477070,"1994-07-29"
"1532",8477073,"1994-03-25"
"1533",8477076,"1993-07-10"
"1534",8477082,"1989-03-12"
"1535",8477084,"1994-06-15"
"1536",8477085,"1994-05-27"
"1537",8477091,"1994-05-22"
"1538",8477092,"1993-04-20"
"1539",8477126,"1990-02-01"
"1540",8477127,"1992-08-24"
"1541",8477149,"1992-07-30"
"1542",8477180,"1989-05-04"
"1543",8477201,"1989-08-11"
"1544",8477202,"1988-02-11"
"1545",8477205,"1990-11-29"
"1546",8477210,"1991-09-30"
"1547",8477213,"1990-11-16"
"1548",8477214,"1990-01-31"
"1549",8477215,"1990-03-07"
"1550",8477220,"1991-07-16"
"1551",8477225,"1991-11-05"
"1552",8477227,"1988-07-07"
"1553",8477228,"1990-03-23"
"1554",8477234,"1989-08-27"
"1555",8477237,"1990-04-27"
"1556",8477240,"1989-05-10"
"1557",8477243,"1989-06-29"
"1558",8477244,"1990-05-07"
"1559",8477249,"1988-09-18"
"1560",8477289,"1986-07-29"
"1561",8477290,"1988-12-01"
"1562",8477293,"1989-05-12"
"1563",8477300,"1991-05-24"
"1564",8477312,"1994-05-01"
"1565",8477314,"1995-05-11"
"1566",8477320,"1995-03-14"
"1567",8477326,"1992-02-05"
"1568",8477330,"1995-08-21"
"1569",8477335,"1995-07-12"
"1570",8477337,"1993-05-17"
"1571",8477341,"1994-11-21"
"1572",8477343,"1994-12-05"
"1573",8477346,"1994-01-07"
"1574",8477353,"1995-03-10"
"1575",8477355,"1995-01-06"
"1576",8477356,"1992-07-31"
"1577",8477357,"1994-05-29"
"1578",8477359,"1993-06-08"
"1579",8477361,"1994-10-19"
"1580",8477365,"1995-04-28"
"1581",8477366,"1994-09-19"
"1582",8477369,"1994-07-27"
"1583",8477380,"1993-06-19"
"1584",8477384,"1994-01-21"
"1585",8477391,"1995-04-30"
"1586",8477392,"1995-07-28"
"1587",8477399,"1994-01-26"
"1588",8477401,"1995-02-14"
"1589",8477402,"1995-04-17"
"1590",8477404,"1994-10-06"
"1591",8477405,"1994-11-25"
"1592",8477406,"1992-12-08"
"1593",8477407,"1995-08-26"
"1594",8477409,"1995-08-14"
"1595",8477410,"1994-10-04"
"1596",8477413,"1993-03-21"
"1597",8477415,"1994-05-13"
"1598",8477416,"1995-04-10"
"1599",8477417,"1995-08-02"
"1600",8477419,"1995-04-19"
"1601",8477424,"1995-04-19"
"1602",8477425,"1995-09-13"
"1603",8477426,"1995-03-20"
"1604",8477427,"1995-07-22"
"1605",8477428,"1994-05-14"
"1606",8477429,"1994-07-08"
"1607",8477433,"1995-01-12"
"1608",8477435,"1995-05-21"
"1609",8477444,"1995-02-09"
"1610",8477445,"1994-10-13"
"1611",8477446,"1995-03-07"
"1612",8477447,"1995-08-03"
"1613",8477448,"1994-11-30"
"1614",8477449,"1995-03-02"
"1615",8477450,"1995-07-04"
"1616",8477451,"1994-09-20"
"1617",8477452,"1995-08-05"
"1618",8477453,"1995-02-22"
"1619",8477454,"1995-04-20"
"1620",8477455,"1995-05-20"
"1621",8477456,"1995-04-08"
"1622",8477457,"1995-05-28"
"1623",8477458,"1995-05-15"
"1624",8477460,"1995-03-27"
"1625",8477461,"1995-04-16"
"1626",8477462,"1995-02-08"
"1627",8477463,"1995-03-07"
"1628",8477464,"1995-03-22"
"1629",8477465,"1995-04-29"
"1630",8477466,"1994-10-23"
"1631",8477467,"1994-12-01"
"1632",8477471,"1995-05-09"
"1633",8477472,"1995-01-28"
"1634",8477473,"1995-07-01"
"1635",8477474,"1995-04-22"
"1636",8477476,"1995-07-04"
"1637",8477478,"1994-12-20"
"1638",8477479,"1995-02-24"
"1639",8477480,"1995-07-06"
"1640",8477482,"1994-11-09"
"1641",8477484,"1995-06-08"
"1642",8477486,"1994-12-14"
"1643",8477488,"1994-11-15"
"1644",8477491,"1995-08-04"
"1645",8477492,"1995-09-01"
"1646",8477493,"1995-09-02"
"1647",8477494,"1995-03-28"
"1648",8477495,"1994-10-03"
"1649",8477496,"1994-12-02"
"1650",8477497,"1994-10-12"
"1651",8477498,"1995-02-04"
"1652",8477499,"1994-10-27"
"1653",8477500,"1995-04-05"
"1654",8477501,"1995-03-04"
"1655",8477502,"1995-07-12"
"1656",8477503,"1995-03-02"
"1657",8477504,"1995-03-28"
"1658",8477505,"1994-09-22"
"1659",8477506,"1994-10-06"
"1660",8477507,"1995-04-16"
"1661",8477508,"1995-02-02"
"1662",8477509,"1995-03-21"
"1663",8477510,"1994-10-07"
"1664",8477511,"1994-09-16"
"1665",8477512,"1995-04-26"
"1666",8477520,"1994-02-08"
"1667",8477527,"1994-02-18"
"1668",8477529,"1994-12-26"
"1669",8477541,"1994-01-05"
"1670",8477544,"1992-11-07"
"1671",8477566,"1995-02-03"
"1672",8477573,"1994-02-07"
"1673",8477583,"1993-02-08"
"1674",8477589,"1991-02-28"
"1675",8477591,"1990-07-14"
"1676",8477631,"1995-03-29"
"1677",8477634,"1995-07-17"
"1678",8477642,"1995-05-11"
"1679",8477666,"1989-03-10"
"1680",8477680,"1992-10-29"
"1681",8477715,"1993-04-04"
"1682",8477810,"1991-06-08"
"1683",8477814,"1991-01-09"
"1684",8477816,"1992-08-18"
"1685",8477831,"1992-01-18"
"1686",8477832,"1990-05-20"
"1687",8477836,"1992-02-28"
"1688",8477839,"1992-06-08"
"1689",8477845,"1991-07-24"
"1690",8477846,"1991-01-18"
"1691",8477847,"1991-11-12"
"1692",8477850,"1991-02-09"
"1693",8477851,"1992-06-25"
"1694",8477865,"1991-03-08"
"1695",8477881,"1990-08-16"
"1696",8477887,"1992-05-29"
"1697",8477901,"1991-11-01"
"1698",8477902,"1991-12-31"
"1699",8477903,"1991-11-23"
"1700",8477913,"1989-09-15"
"1701",8477914,"1992-05-22"
"1702",8477916,"1992-03-25"
"1703",8477919,"1993-05-01"
